cpu power (w)      , gpu power (w), energy use (kwh/year), grid carbon intensity (kg co2/kwh), operational emissions (kg co2), manufacturing emissions (kg co2), disposal emissions (kg co2), operational emissions, predicted_emissions (kg co2)
 5.69              ,          5.74,               384.568,                              0.64 ,                          0.028,                              100,                          20,    246.12352         ,                    366.5147
 5.75              ,          5.54,               379.973,                              0.64 ,                          0.028,                              100,                          20,    243.18272         ,                    363.23355
 5.39              ,          5.55,               368.307,                              0.64 ,                          0.027,                              100,                          20,    235.71648         ,                    355.78146
 5.63              ,          5.37,               370.441,                              0.64 ,                          0.027,                              100,                          20,    237.08224         ,                    357.10974
 5.42              ,          5.66,               373.249,                              0.64 ,                          0.027,                              100,                          20,    238.87936         ,                    358.90195
 5.27              ,          5.69,               369.32 ,                              0.64 ,                          0.027,                              100,                          20,    236.3648          ,                    356.35797
 6.2               ,          5.72,               401.792,                              0.64 ,                          0.029,                              100,                          20,    257.14688         ,                    377.25925
 5.6               ,          5.65,               379.325,                              0.64 ,                          0.028,                              100,                          20,    242.768           ,                    362.82526
 5.39              ,          5.29,               360.216,                              0.64 ,                          0.026,                              100,                          20,    230.53824         ,                    350.28528
 5.63              ,          5.43,               373.146,                              0.64 ,                          0.027,                              100,                          20,    238.81344         ,                    358.78934
 5.87              ,          5.57,               386.085,                              0.64 ,                          0.028,                              100,                          20,    247.0944          ,                    367.20123
 6.59              ,          5.27,               400.381,                              0.64 ,                          0.029,                              100,                          20,    256.24384         ,                    376.59427
 6.14              ,          5.69,               399.49 ,                              0.64 ,                          0.029,                              100,                          20,    255.6736          ,                    375.97952
 5.42              ,          5.38,               364.82 ,                              0.64 ,                          0.027,                              100,                          20,    233.4848          ,                    353.48624
 5.54              ,          5.62,               377.095,                              0.64 ,                          0.028,                              100,                          20,    241.34080000000003,                    360.53204
 6.26              ,          5.31,               391.069,                              0.64 ,                          0.029,                              100,                          20,    250.28416         ,                    370.52966
 5.63              ,          5.64,               381.045,                              0.64 ,                          0.028,                              100,                          20,    243.8688          ,                    363.6512
 6.02              ,          5.56,               391.65 ,                              0.64 ,                          0.029,                              100,                          20,    250.656           ,                    370.54807
 5.87              ,          5.34,               379.252,                              0.64 ,                          0.028,                              100,                          20,    242.72128         ,                    362.58206
 5.48              ,          5.76,               380.385,                              0.64 ,                          0.028,                              100,                          20,    243.4464          ,                    363.3884
 5.66              ,          5.67,               383.551,                              0.64 ,                          0.028,                              100,                          20,    245.47264         ,                    365.37628
 5.99              ,          5.79,               398.908,                              0.64 ,                          0.029,                              100,                          20,    255.30112000000003,                    375.17438
 6.74              ,          5.73,               422.403,                              0.64 ,                          0.031,                              100,                          20,    270.33792         ,                    390.45877
 5.6               ,          5.77,               385.262,                              0.64 ,                          0.028,                              100,                          20,    246.56768         ,                    366.582
 6.14              ,          5.52,               395.208,                              0.64 ,                          0.029,                              100,                          20,    252.93312000000003,                    372.8835
 5.78              ,          5.56,               384.482,                              0.64 ,                          0.028,                              100,                          20,    246.06848         ,                    365.95966
 5.69              ,          5.47,               378.494,                              0.64 ,                          0.028,                              100,                          20,    242.23616         ,                    362.30307
 5.42              ,          5.76,               379.288,                              0.64 ,                          0.028,                              100,                          20,    242.74432         ,                    362.79715
 6.44              ,          5.66,               410.626,                              0.64 ,                          0.03 ,                              100,                          20,    262.80064         ,                    382.8862
 6.02              ,          5.77,               400.228,                              0.64 ,                          0.029,                              100,                          20,    256.14592         ,                    376.2831
 5.45              ,          5.61,               375.562,                              0.64 ,                          0.027,                              100,                          20,    240.35968000000005,                    360.44843
 6.17              ,          5.76,               405.23 ,                              0.64 ,                          0.03 ,                              100,                          20,    259.34720000000004,                    379.33817
 5.84              ,          5.64,               390.062,                              0.64 ,                          0.028,                              100,                          20,    249.63968000000003,                    369.6553
 5.66              ,          5.56,               381.344,                              0.64 ,                          0.028,                              100,                          20,    244.06016         ,                    364.3564
 5.78              ,          5.65,               388.599,                              0.64 ,                          0.028,                              100,                          20,    248.70336         ,                    368.7761
 5.96              ,          5.3 ,               382.937,                              0.64 ,                          0.028,                              100,                          20,    245.07968         ,                    365.02133
 5.57              ,          5.69,               383.055,                              0.64 ,                          0.028,                              100,                          20,    245.1552          ,                    365.20694
 5.63              ,          5.49,               378.408,                              0.64 ,                          0.028,                              100,                          20,    242.18112         ,                    362.1402
 6.5600000000000005,          5.67,               416.31 ,                              0.64 ,                          0.03 ,                              100,                          20,    266.4384          ,                    386.56177
 5.39              ,          5.26,               362.639,                              0.64 ,                          0.026,                              100,                          20,    232.08896         ,                    351.9972
 5.27              ,          4.78,               342.314,                              0.64 ,                          0.025,                              100,                          20,    219.08096         ,                    338.95712
 5.75              ,          5.6 ,               386.712,                              0.64 ,                          0.028,                              100,                          20,    247.49568         ,                    367.38434
 5.48              ,          5.36,               369.446,                              0.64 ,                          0.027,                              100,                          20,    236.44544         ,                    356.39893
 5.78              ,          5.37,               380.13 ,                              0.64 ,                          0.028,                              100,                          20,    243.2832          ,                    363.25125
 5.75              ,          5.51,               383.996,                              0.64 ,                          0.028,                              100,                          20,    245.75744         ,                    365.30054
 6.35              ,          5.53,               405.264,                              0.64 ,                          0.03 ,                              100,                          20,    259.36896         ,                    379.17282
 5.63              ,          5.43,               377.404,                              0.64 ,                          0.028,                              100,                          20,    241.53856         ,                    361.80124
 5.75              ,          5.52,               384.687,                              0.64 ,                          0.028,                              100,                          20,    246.19968         ,                    366.7486
 6.41              ,          5.35,               401.534,                              0.64 ,                          0.029,                              100,                          20,    256.98176         ,                    376.9257
 5.63              ,          5.24,               371.258,                              0.64 ,                          0.027,                              100,                          20,    237.60512         ,                    357.60434
 7.01              ,          5.7 ,               434.233,                              0.64 ,                          0.032,                              100,                          20,    277.90912000000003,                    397.87833
 6.32              ,          5.57,               406.341,                              0.64 ,                          0.03 ,                              100,                          20,    260.05824         ,                    379.95587
 5.69              ,          5.53,               383.56 ,                              0.64 ,                          0.028,                              100,                          20,    245.4784          ,                    365.30127
 6.14              ,          5.69,               404.534,                              0.64 ,                          0.03 ,                              100,                          20,    258.90176         ,                    379.4712
 9.59              ,          5.57,               518.562,                              0.64 ,                          0.038,                              100,                          20,    331.87968         ,                    452.37903
 6.14              ,          5.5 ,               398.276,                              0.64 ,                          0.029,                              100,                          20,    254.89664         ,                    374.76743
 5.36              ,          5.64,               376.491,                              0.64 ,                          0.028,                              100,                          20,    240.95424         ,                    360.76236
 5.87              ,          5.29,               382.082,                              0.64 ,                          0.028,                              100,                          20,    244.53248         ,                    364.59995
 5.42              ,          5.73,               381.854,                              0.64 ,                          0.028,                              100,                          20,    244.38656         ,                    364.43555
 5.57              ,          5.62,               383.339,                              0.64 ,                          0.028,                              100,                          20,    245.33696         ,                    365.15677
 7.07              ,          5.09,               416.694,                              0.64 ,                          0.03 ,                              100,                          20,    266.68416         ,                    386.76465
 6.26              ,          5.67,               408.934,                              0.64 ,                          0.03 ,                              100,                          20,    261.71776         ,                    381.49994
 5.9               ,          5.76,               399.799,                              0.64 ,                          0.029,                              100,                          20,    255.87136         ,                    375.8036
 5.93              ,          5.6 ,               395.462,                              0.64 ,                          0.029,                              100,                          20,    253.09568         ,                    373.3493
 8.33              ,          5.5 ,               474.491,                              0.64 ,                          0.035,                              100,                          20,    303.67424         ,                    423.56686
 5.51              ,          5.75,               386.433,                              0.64 ,                          0.028,                              100,                          20,    247.31712         ,                    367.085
 5.42              ,          5.72,               382.43 ,                              0.64 ,                          0.028,                              100,                          20,    244.7552          ,                    364.9342
 5.54              ,          5.45,               377.394,                              0.64 ,                          0.028,                              100,                          20,    241.53216         ,                    361.64706
 5.54              ,          5.85,               391.247,                              0.64 ,                          0.029,                              100,                          20,    250.39808         ,                    370.3466
 5.87              ,          5.29,               383.463,                              0.64 ,                          0.028,                              100,                          20,    245.41632         ,                    365.35834
 5.69              ,          5.52,               385.295,                              0.64 ,                          0.028,                              100,                          20,    246.5888          ,                    366.70697
 5.63              ,          5.37,               378.189,                              0.64 ,                          0.028,                              100,                          20,    242.04096         ,                    362.08362
 6.11              ,          5.43,               396.874,                              0.64 ,                          0.029,                              100,                          20,    253.99936         ,                    373.9807
 5.96              ,          5.59,               397.336,                              0.64 ,                          0.029,                              100,                          20,    254.29504         ,                    374.4346
 6.44              ,          5.45,               409.154,                              0.64 ,                          0.03 ,                              100,                          20,    261.85856         ,                    381.64734
 6.8               ,          5.61,               427.177,                              0.64 ,                          0.031,                              100,                          20,    273.39328         ,                    393.13538
 5.63              ,          5.43,               380.821,                              0.64 ,                          0.028,                              100,                          20,    243.72544         ,                    363.59573
 5.24              ,          5.4 ,               366.468,                              0.64 ,                          0.027,                              100,                          20,    234.53952         ,                    354.3356
 5.99              ,          5.71,               403.098,                              0.64 ,                          0.029,                              100,                          20,    257.98272000000003,                    377.87875
 6.23              ,          5.49,               403.908,                              0.64 ,                          0.03 ,                              100,                          20,    258.50112         ,                    378.38998
 6.32              ,          5.42,               404.718,                              0.64 ,                          0.03 ,                              100,                          20,    259.01952         ,                    379.17288
 5.51              ,          5.35,               374.498,                              0.64 ,                          0.027,                              100,                          20,    239.67872         ,                    360.22235
 5.54              ,          5.77,               390.132,                              0.64 ,                          0.029,                              100,                          20,    249.68448         ,                    369.68854
 5.99              ,          5.71,               403.705,                              0.64 ,                          0.029,                              100,                          20,    258.3712          ,                    378.3362
 7.52              ,          5.8 ,               459.741,                              0.64 ,                          0.034,                              100,                          20,    294.23424         ,                    414.2431
 5.66              ,          5.79,               395.315,                              0.64 ,                          0.029,                              100,                          20,    253.0016          ,                    373.38312
 5.69              ,          5.41,               383.345,                              0.64 ,                          0.028,                              100,                          20,    245.34080000000003,                    365.22528
 5.6               ,          5.64,               388.297,                              0.64 ,                          0.028,                              100,                          20,    248.51008         ,                    368.45605
 5.87              ,          5.43,               390.487,                              0.64 ,                          0.029,                              100,                          20,    249.91168         ,                    369.87012
 5.42              ,          5.73,               385.418,                              0.64 ,                          0.028,                              100,                          20,    246.66752         ,                    366.69196
 6.95              ,          5.47,               429.448,                              0.64 ,                          0.031,                              100,                          20,    274.84672         ,                    394.93683
 6.83              ,          5.5 ,               426.462,                              0.64 ,                          0.031,                              100,                          20,    272.93568         ,                    392.96774
 5.27              ,          5.47,               371.579,                              0.64 ,                          0.027,                              100,                          20,    237.81056         ,                    358.03122
 5.69              ,          5.36,               382.418,                              0.64 ,                          0.028,                              100,                          20,    244.74752         ,                    364.7191
 5.57              ,          5.45,               381.494,                              0.64 ,                          0.028,                              100,                          20,    244.15616000000003,                    364.19684
 7.16              ,          5.2 ,               428.01 ,                              0.64 ,                          0.031,                              100,                          20,    273.9264          ,                    394.0994
 7.970000000000001 ,          5.44,               464.507,                              0.64 ,                          0.034,                              100,                          20,    297.28448000000003,                    417.1669
 7.790000000000001 ,          5.49,               460.142,                              0.64 ,                          0.034,                              100,                          20,    294.49088         ,                    414.28586
 9.26              ,          5.72,               519.199,                              0.64 ,                          0.038,                              100,                          20,    332.28736         ,                    449.42764
 9.32              ,          5.46,               512.42 ,                              0.64 ,                          0.037,                              100,                          20,    327.9488          ,                    447.68857
 8.18              ,          4.82,               450.842,                              0.64 ,                          0.033,                              100,                          20,    288.53888         ,                    408.66364
10.31              ,          5.44,               546.374,                              0.64 ,                          0.04 ,                              100,                          20,    349.67936000000003,                    469.78772
 8.66              ,          5.1 ,               477.484,                              0.64 ,                          0.035,                              100,                          20,    305.58976         ,                    425.37082
 8.3               ,          5.28,               471.378,                              0.64 ,                          0.034,                              100,                          20,    301.68192         ,                    421.25854
 7.220000000000001 ,          5.03,               425.339,                              0.64 ,                          0.031,                              100,                          20,    272.21696000000003,                    392.3384
 7.73              ,          5.67,               465.408,                              0.64 ,                          0.034,                              100,                          20,    297.86112         ,                    417.84427
 7.58              ,          5.52,               455.125,                              0.64 ,                          0.033,                              100,                          20,    291.28000000000003,                    411.34125
 8.3               ,          5.39,               475.765,                              0.64 ,                          0.035,                              100,                          20,    304.4896          ,                    424.729
 6.62              ,          5.65,               426.545,                              0.64 ,                          0.031,                              100,                          20,    272.9888          ,                    393.0217
 5.75              ,          5.7 ,               398.161,                              0.64 ,                          0.029,                              100,                          20,    254.82304         ,                    374.7365
 5.42              ,          5.46,               378.453,                              0.64 ,                          0.028,                              100,                          20,    242.20992         ,                    362.20044
 5.8100000000000005,          5.73,               401.533,                              0.64 ,                          0.029,                              100,                          20,    256.98112000000003,                    376.92984
 5.8100000000000005,          5.65,               398.869,                              0.64 ,                          0.029,                              100,                          20,    255.27616000000003,                    375.17926
 6.05              ,          5.57,               404.558,                              0.64 ,                          0.03 ,                              100,                          20,    258.91712         ,                    379.09744
 5.9               ,          5.62,               401.196,                              0.64 ,                          0.029,                              100,                          20,    256.76544         ,                    376.72183
 5.51              ,          5.41,               380.414,                              0.64 ,                          0.028,                              100,                          20,    243.46496         ,                    363.4706
 5.96              ,          5.66,               404.919,                              0.64 ,                          0.03 ,                              100,                          20,    259.14816         ,                    379.15475
 5.39              ,          5.44,               377.502,                              0.64 ,                          0.028,                              100,                          20,    241.60128         ,                    361.72726
 5.54              ,          5.54,               386.332,                              0.64 ,                          0.028,                              100,                          20,    247.25248         ,                    367.2198
 5.54              ,          5.47,               384.006,                              0.64 ,                          0.028,                              100,                          20,    245.76384         ,                    365.48395
 5.48              ,          5.58,               385.863,                              0.64 ,                          0.028,                              100,                          20,    246.95232         ,                    366.9018
 5.54              ,          5.51,               385.627,                              0.64 ,                          0.028,                              100,                          20,    246.80128         ,                    366.9028
 5.87              ,          5.3 ,               389.93 ,                              0.64 ,                          0.028,                              100,                          20,    249.5552          ,                    369.6245
 6.44              ,          5.4 ,               413.443,                              0.64 ,                          0.03 ,                              100,                          20,    264.60352         ,                    384.46988
 5.99              ,          5.36,               396.449,                              0.64 ,                          0.029,                              100,                          20,    253.72736         ,                    373.9258
 6.02              ,          5.55,               404.252,                              0.64 ,                          0.03 ,                              100,                          20,    258.72128000000004,                    378.3625
 5.51              ,          5.56,               386.895,                              0.64 ,                          0.028,                              100,                          20,    247.6128          ,                    367.41202
 5.93              ,          5.49,               399.245,                              0.64 ,                          0.029,                              100,                          20,    255.5168          ,                    375.69617
 5.93              ,          5.71,               407.055,                              0.64 ,                          0.03 ,                              100,                          20,    260.5152          ,                    380.6482
 5.8100000000000005,          5.57,               398.079,                              0.64 ,                          0.029,                              100,                          20,    254.77056         ,                    374.58014
 6.77              ,          5.76,               438.44 ,                              0.64 ,                          0.032,                              100,                          20,    280.6016          ,                    400.64923
 5.66              ,          5.66,               396.217,                              0.64 ,                          0.029,                              100,                          20,    253.57888         ,                    373.5118
 5.78              ,          5.37,               390.383,                              0.64 ,                          0.029,                              100,                          20,    249.84512         ,                    369.83737
 5.36              ,          5.64,               385.245,                              0.64 ,                          0.028,                              100,                          20,    246.5568          ,                    366.67
 5.42              ,          5.32,               376.249,                              0.64 ,                          0.027,                              100,                          20,    240.79936         ,                    360.73895
 6.92              ,          5.65,               440.487,                              0.64 ,                          0.032,                              100,                          20,    281.91168000000005,                    401.90085
 5.57              ,          5.64,               392.945,                              0.64 ,                          0.029,                              100,                          20,    251.4848          ,                    371.94324
 6.32              ,          5.44,               412.344,                              0.64 ,                          0.03 ,                              100,                          20,    263.90016         ,                    383.8088
 5.57              ,          5.53,               389.316,                              0.64 ,                          0.028,                              100,                          20,    249.16224         ,                    369.3132
 5.69              ,          5.54,               394.012,                              0.64 ,                          0.029,                              100,                          20,    252.16768         ,                    372.17755
 6.2               ,          5.54,               412.027,                              0.64 ,                          0.03 ,                              100,                          20,    263.69728         ,                    383.68854
 6.02              ,          5.75,               413.202,                              0.64 ,                          0.03 ,                              100,                          20,    264.44928         ,                    384.45682
 5.93              ,          5.83,               412.973,                              0.64 ,                          0.03 ,                              100,                          20,    264.30272         ,                    384.27692
 9.29              ,          5.39,               515.664,                              0.64 ,                          0.038,                              100,                          20,    330.02496         ,                    450.20416
 6.41              ,          5.75,               427.271,                              0.64 ,                          0.031,                              100,                          20,    273.45344         ,                    393.25027
 5.69              ,          5.71,               400.683,                              0.64 ,                          0.029,                              100,                          20,    256.43712         ,                    376.70673
 6.47              ,          5.57,               423.301,                              0.64 ,                          0.031,                              100,                          20,    270.91264         ,                    390.89764
 5.75              ,          5.8 ,               406.193,                              0.64 ,                          0.03 ,                              100,                          20,    259.96352         ,                    380.00137
 5.42              ,          5.37,               379.577,                              0.64 ,                          0.028,                              100,                          20,    242.92928         ,                    362.94757
 6.02              ,          5.21,               395.171,                              0.64 ,                          0.029,                              100,                          20,    252.90944         ,                    372.7069
 5.66              ,          5.68,               399.159,                              0.64 ,                          0.029,                              100,                          20,    255.46176         ,                    375.36542
 5.54              ,          5.35,               383.43 ,                              0.64 ,                          0.028,                              100,                          20,    245.3952          ,                    365.2946
 5.87              ,          5.61,               404.323,                              0.64 ,                          0.03 ,                              100,                          20,    258.76672         ,                    379.06604
 5.54              ,          5.13,               375.904,                              0.64 ,                          0.027,                              100,                          20,    240.57856         ,                    360.52728
 5.42              ,          5.4 ,               381.299,                              0.64 ,                          0.028,                              100,                          20,    244.03136         ,                    363.702
 5.57              ,          5.67,               396.215,                              0.64 ,                          0.029,                              100,                          20,    253.5776          ,                    373.5608
 5.18              ,          5.49,               376.232,                              0.64 ,                          0.027,                              100,                          20,    240.78848         ,                    360.69235
 5.87              ,          5.46,               399.619,                              0.64 ,                          0.029,                              100,                          20,    255.75616         ,                    375.67612
 5.48              ,          5.3 ,               380.331,                              0.64 ,                          0.028,                              100,                          20,    243.41184         ,                    363.42905
 6.08              ,          5.55,               410.439,                              0.64 ,                          0.03 ,                              100,                          20,    262.68096         ,                    382.70956
 6.47              ,          5.37,               417.974,                              0.64 ,                          0.031,                              100,                          20,    267.50336         ,                    387.55426
 5.51              ,          5.45,               387.02 ,                              0.64 ,                          0.028,                              100,                          20,    247.6928          ,                    367.88098
 5.57              ,          5.55,               392.784,                              0.64 ,                          0.029,                              100,                          20,    251.38176         ,                    371.64487
 7.76              ,          5.5 ,               474.988,                              0.637,                          0.035,                              100,                          20,    302.567356        ,                    422.5304
 8.48              ,          5.41,               497.702,                              0.637,                          0.036,                              100,                          20,    317.036174        ,                    437.00537
 8.18              ,          5.02,               473.119,                              0.637,                          0.034,                              100,                          20,    301.376803        ,                    421.46646
 8.66              ,          5.35,               502.298,                              0.637,                          0.037,                              100,                          20,    319.963826        ,                    440.35876
 9.29              ,          5.51,               530.776,                              0.637,                          0.039,                              100,                          20,    338.104312        ,                    458.12613
 7.970000000000001 ,          4.95,               463.489,                              0.637,                          0.034,                              100,                          20,    295.242493        ,                    415.27252
 6.41              ,          5.19,               416.269,                              0.637,                          0.03 ,                              100,                          20,    265.16335300000003,                    385.26517
 6.17              ,          5.48,               418.183,                              0.637,                          0.03 ,                              100,                          20,    266.382571        ,                    386.49954
 6.68              ,          5.55,               439.135,                              0.637,                          0.032,                              100,                          20,    279.728995        ,                    399.9577
 6.29              ,          5.49,               423.103,                              0.637,                          0.031,                              100,                          20,    269.516611        ,                    389.4303
10.34              ,          4.97,               550.052,                              0.637,                          0.04 ,                              100,                          20,    350.383124        ,                    470.2598
 9.08              ,          4.57,               490.567,                              0.637,                          0.036,                              100,                          20,    312.491179        ,                    432.53357
 6.74              ,          5.51,               440.378,                              0.637,                          0.032,                              100,                          20,    280.520786        ,                    400.24063
 6.59              ,          5.24,               425.402,                              0.637,                          0.031,                              100,                          20,    270.981074        ,                    390.8903
 8.45              ,          5.39,               497.824,                              0.637,                          0.036,                              100,                          20,    317.11388800000003,                    436.99002
 6.32              ,          5.59,               428.527,                              0.637,                          0.031,                              100,                          20,    272.971699        ,                    392.94885
 6.71              ,          5.54,               440.886,                              0.637,                          0.032,                              100,                          20,    280.844382        ,                    400.89798
 9.98              ,          5.23,               547.575,                              0.637,                          0.04 ,                              100,                          20,    348.80527500000005,                    468.91037
 7.82              ,          5.43,               477.15 ,                              0.637,                          0.035,                              100,                          20,    303.94455         ,                    424.4894
 6.71              ,          4.74,               412.448,                              0.637,                          0.03 ,                              100,                          20,    262.729376        ,                    382.8318
10.64              ,          5.47,               580.476,                              0.637,                          0.042,                              100,                          20,    369.763212        ,                    489.00592
 7.939999999999999 ,          5.57,               486.93 ,                              0.637,                          0.035,                              100,                          20,    310.17441         ,                    428.71664
10.79              ,          5.48,               586.573,                              0.637,                          0.043,                              100,                          20,    373.647001        ,                    493.81006
 8.059999999999999 ,          5.61,               493.001,                              0.637,                          0.036,                              100,                          20,    314.041637        ,                    433.8768
